公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
北京易数科技有限公司,GrowingIO,150-500人,B轮,朝阳区,运维开发工程师,3-5年,本科,20k-35k,期权激励、硅谷文化、牛人共事、技术驱动
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,LBS算法工程师/技术专家,3-5年,本科,30k-60k,"优秀团队,弹性工作,发展空间,战略业务"
燚晖（深圳）科技合伙企业（有限合伙）,燚晖,15-50人,A轮,东城区,钱包开发工程师,3-5年,本科,15k-30k,入职买五险一金
中寰卫星导航通信有限公司,中寰卫星,500-2000人,不需要融资,海淀区,运维开发工程师,5-10年,本科,15k-30k,"六险一金,弹性工作,定期体检,免费班车"
苏州思必驰信息科技有限公司,思必驰科技,150-500人,C轮,海淀区,NLP对话系统高级开发工程师,3-5年,本科,20k-40k,新筹建，原阿里iDST语音负责人初敏带队
北京搜狗科技发展有限公司,搜狗,2000人以上,上市公司,海淀区,搜狗云表情-高级开发工程师,3-5年,本科,20k-35k,"搜狗云表情,业务发展快,团队经验"
北京葡萄智学科技有限公司,葡萄智学,50-150人,未融资,海淀区,Golang开发工程师,1-3年,本科,15k-30k,"ai教育,大牛多,成长快,技术氛围浓厚"
北京雪球信息科技有限公司,雪球,150-500人,D轮及以上,朝阳区,高级Java开发工程师-社区,3-5年,本科,20k-40k,"六险一金,免费午餐,扁平管理,成长空间大"
北京东方车云信息技术有限公司,易到用车,500-2000人,D轮及以上,东城区,高级PHP工程师,5-10年,本科,20k-35k,年底双薪 弹性上班
北京妙医佳信息技术有限公司,妙健康,150-500人,B轮,朝阳区,高级Java开发工程师,3-5年,本科,20k-30k,"六险一金,带薪年级,福利好,平台广"
北京旷视科技有限公司,Face++,500-2000人,C轮,海淀区,研究软件开发工程师,3-5年,本科,25k-50k,核心团队
慧安金科（北京）科技有限公司,慧安金科,50-150人,A轮,海淀区,系统开发工程师,3-5年,本科,20k-40k,"六险一金,一流团队,免费三餐,快速成长"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,服务器端研发工程师,3-5年,本科,25k-50k,六险一金，弹性工作，免费三餐，租房补贴
北京易数科技有限公司,GrowingIO,150-500人,B轮,朝阳区,移动端测试开发工程师,3-5年,本科,20k-35k,期权激励、硅谷文化、牛人共事、技术驱动
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,软件开发工程师,1-3年,本科,12k-20k,"完善福利,技术大牛,大平台,绩效奖金"
生命奇点（北京）科技有限公司,生命奇点,50-150人,A轮,海淀区,ETL开发工程师,不限,本科,12k-24k,"项目前景好,发展空间大,团队氛围好,技术导向"
北京狸米科技有限公司,狸米科技,150-500人,B轮,朝阳区,PHP工程师,3-5年,本科,15k-26k,"成长空间大,大牛多"
阳光保险集团股份有限公司,阳光产险信保事业部,2000人以上,不需要融资,朝阳区,算法工程师,3-5年,本科,18k-36k,"背靠阳光,年终奖金多,晋升空间大,互联网团队"
炫一下（北京）科技有限公司,一下科技,500-2000人,D轮及以上,朝阳区,高级数据仓库开发工程师(J10300),5-10年,本科,25k-40k,发展空间
北京博智天下信息技术有限公司,朗播,150-500人,B轮,海淀区,高级后端开发工程师,5-10年,本科,20k-40k,"六险一金,免费健身,股票期权,带薪年假"
北京印象笔记科技有限公司,印象笔记,50-150人,A轮,朝阳区,高级软件开发工程师,5-10年,本科,30k-45k,"研发中心, 核心产品, 知识内容, 效率"
好车酷酷二手车经纪（天津）有限公司,好车酷酷二手车经纪（天津）有限公司,2000人以上,A轮,海淀区,算法工程师(J14869),3-5年,本科,25k-30k,福利待遇好，好的发展前景。
北京志凌海纳科技有限公司,SmartX,50-150人,B轮,海淀区,时光机研发工程师,不限,本科,20k-40k,"团队好,大牛多"
融慧金科金融服务外包（北京）有限公司,融慧金科,50-150人,A轮,朝阳区,JAVA研发工程师,1-3年,本科,15k-30k,"股票期权,年终奖,不打卡,扁平化管理"
北京江民新科技术有限公司,江民,50-150人,未融资,海淀区,linux工程师,3-5年,大专,10k-20k,"员工体检,员工旅游,五险一金"
北京质心教育科技有限公司,质心教育,50-150人,A轮,海淀区,c++开发工程师,3-5年,本科,20k-30k,公司发展、团队氛围、薪酬福利
北京云动九天科技有限公司,省钱快报,150-500人,C轮,东城区,运维开发工程师,3-5年,本科,20k-35k,"七险一金,免费三餐,弹性工作制,大牛多"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,测试开发工程师-广告系统,应届毕业生,本科,20k-40k,六险一金，弹性工作，免费三餐，租房补贴
上海任意门科技有限公司,Soul App,50-150人,B轮,海淀区,运维开发工程师,1-3年,本科,15k-30k,"高薪资,上升空间,快速发展,扁平管理"
北京言之有物科技有限公司,言之有物科技,50-150人,A轮,朝阳区,数据挖掘开发工程师,1-3年,本科,15k-30k,"工作氛围好,电商,时尚电商,扁平管理"
上海倾听信息技术有限公司,蜻蜓FM,150-500人,D轮及以上,朝阳区,GO-开发工程师（北京）,3-5年,本科,20k-40k,弹性工作
深圳市有鱼智能科技有限公司,有鱼智能科技,150-500人,上市公司,朝阳区,量化交易开发高级工程师,3-5年,本科,28k-45k,"BAT团队,扁平管理,极客文化,上市券商"
普信恒业科技发展（北京）有限公司,宜信,2000人以上,上市公司,朝阳区,云平台开发工程师,3-5年,硕士,20k-35k,"核心团队,六险一金,地铁周边,不打卡"
深圳码隆科技有限公司,码隆科技,50-150人,B轮,海淀区,全栈工程师,1-3年,本科,18k-30k,"海边办公室,大牛云集,包午餐,成长空间大"
欧科互动网络科技（北京）有限公司,OKCoin,500-2000人,B轮,海淀区,测试开发工程师,3-5年,本科,15k-30k,"技术型,氛围好,福利多"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,数据研发工程师,5-10年,本科,25k-50k,"六险一金,免费三餐,平台大,晋升机制"
厦门美柚信息科技有限公司,美柚,500-2000人,D轮及以上,朝阳区,算法工程师,3-5年,本科,30k-60k,"发展空间大,团队氛围佳"
人人贷商务顾问（北京）有限公司,人人贷,2000人以上,A轮,海淀区,开发高级工程师,3-5年,本科,25k-50k,"大平台,竞争力薪酬"
上海海知智能科技有限公司,海知智能,50-150人,A轮,海淀区,高级数据开发工程师,3-5年,本科,15k-30k,"人工智能,创新前沿,股票期权,技术大牛"
北京小熊博望科技有限公司,小熊博望,150-500人,不需要融资,海淀区,Java研发工程师,3-5年,本科,20k-35k,专业团队 广阔空间 快速成长
北京理房通支付科技有限公司,理房通,150-500人,不需要融资,海淀区,高级测试开发工程师,3-5年,本科,20k-40k,六险一金
北京狸米科技有限公司,狸米科技,150-500人,B轮,朝阳区,高级PHP开发工程师,5-10年,本科,20k-40k,"成长空间大,公司福利好"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,云平台研发工程师,3-5年,本科,30k-60k,六险一金，高薪期权，弹性工作，免费三餐
北京量子金服网络科技有限公司,量子金服,50-150人,B轮,朝阳区,C++软件开发（2019年校招）,1年以下,硕士,18k-25k,六险一金 下午茶 团建
北京智融时代信息技术有限公司,智融集团,150-500人,C轮,海淀区,研发工程师,1-3年,本科,20k-30k,技术大牛多 发展快
中寰卫星导航通信有限公司,中寰卫星,500-2000人,不需要融资,海淀区,大数据运维开发工程师,5-10年,本科,15k-30k,六险一金 免费班车 定期体检
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,前端开发,3-5年,本科,30k-50k,前端大神 核心业务
北京中公教育科技股份有限公司,中公教育,2000人以上,未融资,海淀区,业务服务端开发工程师,3-5年,本科,20k-40k,"周末双休,免费体检,氛围轻松"
北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,海淀区,算法研发工程师,3-5年,本科,20k-40k,"优秀团队,发展机会多"
新湃科技（宁波）有限公司,新湃科技,150-500人,不需要融资,朝阳区,中级java,1-3年,本科,13k-16k,行业风口、团队大牛、环境优质、超正经公司
北京智加智行科技有限公司,智加科技,50-150人,A轮,海淀区,算法工程师,1-3年,本科,25k-50k,"人工智能,自动驾驶,风口行业"
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,资深后端开发工程师,3-5年,本科,25k-40k,"免费午餐,年底多薪,带薪年假,带薪病假"
北京云中融信网络科技有限公司,融云,150-500人,B轮,朝阳区,JAVA开发工程师,3-5年,本科,28k-35k,领导好 环境好 发展空间大
北京舟济科技有限公司,松鼠拼拼,500-2000人,A轮,东城区,高级运维开发工程师,3-5年,本科,20k-30k,团队氛围好、领导nice
同程网络科技股份有限公司,同程艺龙,2000人以上,D轮及以上,朝阳区,运维研发工程师（北京）-2019秋招,不限,本科,8k-16k,上市公司、弹性工作
杏树林信息技术（北京）有限公司,杏树林,150-500人,C轮,东城区,Java高级开发工程师,5-10年,本科,25k-35k,"一日三餐,水果零食,私人医生,近地铁"
北京优虎商务服务有限公司,老虎集团,150-500人,C轮,朝阳区,搜索推荐-研发工程师,1-3年,本科,20k-35k,"六险一金,超多假期"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,广告投放技术专家-核心广告系统,1-3年,本科,25k-50k,"六险一金,弹性工作,免费三餐,租房补贴"
同程网络科技股份有限公司,同程艺龙,2000人以上,D轮及以上,朝阳区,数据开发工程师,5-10年,大专,25k-50k,千万级流量，扁平化管理
国美金控投资有限公司,国美金控,2000人以上,未融资,朝阳区,DBA工程师,3-5年,本科,20k-30k,14薪
北京天融信网络安全,北京天融信公司,2000人以上,上市公司,海淀区,前端开发工程师(J10141),1-3年,本科,10k-15k,七险一金
北京云中融信网络科技有限公司,融云,150-500人,B轮,朝阳区,高级Java研发工程师,3-5年,本科,28k-35k,"福利好,老板赞,弹性工作,补充医疗"
融慧金科金融服务外包（北京）有限公司,融慧金科,50-150人,A轮,朝阳区,高级JAVA研发工程师,3-5年,本科,25k-50k,"带薪年假,五险一金,地铁周边,年终奖"
北明软件有限公司,北明软件,2000人以上,上市公司,西城区,java开发工程师,3-5年,本科,15k-22k,13薪 福利好双休 定期涨薪工作稳定
北京音娱时光科技有限公司,音娱时光,50-150人,A轮,海淀区,高级后端研发工程师,3-5年,本科,20k-40k,"年底双薪,绩效奖金,带薪年假,股票期权"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,数据仓库开发工程师,3-5年,本科,30k-50k,"核心业务,高速发展期,牛人聚集"
锐波（北京）科技有限公司,波场TRON,150-500人,不需要融资,海淀区,后端工程师,3-5年,本科,20k-40k,"区块链,技术大牛,发展空间,竞争力薪酬"
广州汇量信息科技有限公司,Mobvista,500-2000人,上市公司,朝阳区,100023-资深算法工程师,3-5年,硕士,30k-45k,"股票期权,大牛多,包四餐,福利好"
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,海淀区,高级JAVA研发工程师,1-3年,本科,15k-25k,"带薪休假,节日福利,六险一金,餐补"
北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,海淀区,系统开发工程师,1-3年,本科,20k-40k,"AI独角兽,公司前景好"
北京旷视科技有限公司,Face++,500-2000人,C轮,海淀区,后端开发工程师,3-5年,本科,25k-50k,大牛云集
北京智加智行科技有限公司,智加科技,50-150人,A轮,海淀区,感知算法工程师,1-3年,本科,25k-50k,"深度学习,自动驾驶,人工智能"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,分布式块存储、文件存储研发工程师,3-5年,本科,30k-60k,六险一金，高薪期权，弹性工作，免费三餐
致美生活（北京）科技有限公司,Plum,50-150人,B轮,朝阳区,推荐算法高级研发工程师,3-5年,本科,20k-40k,"团队大牛,核心岗位,顶配资源,氛围轻松"
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,AI技术验证高级工程师,3-5年,硕士,25k-50k,"大平台,超棒团队,超赞福利,五险一金"
人人贷商务顾问（北京）有限公司,人人贷,2000人以上,A轮,海淀区,开发高级工程师,3-5年,本科,20k-40k,"竞争力薪酬,大平台"
芋头科技（杭州）有限公司,Rokid,150-500人,B轮,海淀区,信号处理高级工程师,3-5年,硕士,25k-50k,"博士云集,年底双薪,期权,补充医疗险"
北京影谱科技股份有限公司,影谱科技,50-150人,上市公司,东城区,高级C++开发工程师,5-10年,本科,25k-35k,"中科院合作,上市公司,技术极客,福利好"
北京深醒科技有限公司,深醒科技,150-500人,B轮,海淀区,高级算法开发工程师,3-5年,硕士,25k-50k,"AI公司,B轮融资,弹性工作,技术氛围"
北京快乐分享科技有限公司,快乐分享,50-150人,天使轮,朝阳区,前端高级研发工程师,5-10年,本科,15k-30k,"期权激励,工作氛围好,管理人性化"
北京搜房科技发展有限公司,北京搜房科技发展有限公司,2000人以上,未融资,丰台区,算法工程师,不限,硕士,15k-25k,"上市公司,补充医疗,午餐补助,年底双薪"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,数据开发工程师（JYGX001）,3-5年,本科,15k-25k,"十五薪,包三餐,技术环境好,六险二金"
北京蜂睿信息科技有限公司,蜂睿信息,15-50人,未融资,朝阳区,高级web工程师,3-5年,本科,18k-30k,"项目奖金,带薪年假,节日福利"
北京初块信息科技有限公司,初块,15-50人,天使轮,海淀区,DevOps运维开发助理工程师,1-3年,本科,10k-14k,福利丰厚 领导nice
北京趣拿软件科技有限公司,去哪儿网,2000人以上,不需要融资,海淀区,高级测试开发工程师-机票事业部,3-5年,本科,15k-25k,年16薪，带薪年假、节假日福利、双休
北京周同科技有限公司,周同科技,50-150人,A轮,朝阳区,系统工程师,3-5年,本科,15k-30k,"Linux,MySQL"
北京涵德投资管理有限公司,涵德投资,15-50人,未融资,海淀区,c++开发工程师,应届毕业生,本科,8k-13k,公司发展快 量化对冲基金 技术氛围浓
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,东城区,测试开发工程师【校招】,应届毕业生,本科,15k-25k,六险一金，弹性工作，免费三餐，餐补
北京蜜莱坞网络科技有限公司,映客,500-2000人,C轮,朝阳区,后端研发工程师,3-5年,本科,20k-40k,"发展空间大,有爱的公司,行业标杆,环境好"
北京云中融信网络科技有限公司,融云,150-500人,B轮,朝阳区,中级Java研发工程师,1-3年,本科,15k-20k,福利待遇好，弹性工作，领导赞
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,策略工程研发工程师,1-3年,本科,30k-50k,"15薪,免费三餐,健身房,超大平台"
北京香侬慧语科技有限责任公司,香侬科技,50-150人,A轮,海淀区,前端工程师,3-5年,本科,20k-30k,"核心团队,免费双餐,五险一金,扁平管理"
北京周同科技有限公司,周同科技,50-150人,A轮,朝阳区,高级系统工程师,3-5年,本科,15k-30k,"8险一金,餐补,团队氛围佳"
达而观信息科技（上海）有限公司,达观数据,50-150人,B轮,海淀区,技术交付经理,3-5年,本科,18k-35k,技术领先 团队优秀 行业口碑佳 人工智能
北京中环信科科技股份有限公司,中环信科,50-150人,未融资,朝阳区,AI工程师,1-3年,本科,10k-20k,弹性工作时间 工作小餐点
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,语音开发高级工程师,3-5年,硕士,20k-40k,福利待遇好，五险一金，周末双休
北京雪球信息科技有限公司,雪球,150-500人,D轮及以上,朝阳区,Java开发工程师-行情,不限,不限,8k-12k,"金融科技,加速成长,年轻有活力,团队氛围好"
爱笔（北京）智能科技有限公司,Aibee,50-150人,天使轮,海淀区,机器学习算法科学家/工程师 (用户画像方向)&nbsp;,1-3年,本科,50k-100k,"股权激励,顶尖团队"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,无人车仿真系统高级研发工程师-无人车,5-10年,本科,25k-40k,技术大牛
北京数字联盟网络科技有限公司,数盟网络,50-150人,B轮,海淀区,安卓开发工程师,1-3年,本科,15k-20k,"爆发式成长,成长空间,数据敏感,福利丰厚"
神策网络科技（北京）有限公司,神策数据,150-500人,C轮,海淀区,推荐系统研发工程师,3-5年,本科,20k-30k,"大数据,弹性工作,股票期权,六险一金"
厦门十点文化传播有限公司,十点读书,150-500人,A轮,朝阳区,测试研发工程师,3-5年,本科,20k-30k,下午茶 大咖分享 内部提升
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,流媒体开发工程师,3-5年,本科,25k-50k,六险一金，高薪期权，弹性工作，免费三餐
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,闪购事业部-数据仓库开发工程师,5-10年,博士,25k-45k,核心业务，大零售
北京快乐分享科技有限公司,快乐分享,50-150人,天使轮,朝阳区,【前端高级研发｜技术专家】,5-10年,本科,20k-40k,前端
车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,C轮,海淀区,资深大数据开发工程师,5-10年,本科,25K-50K,发展空间大 期权奖励
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,Feed流策略研发工程师,1-3年,本科,15k-30k,"年底双薪,带薪年假,专人培养,技术氛围好"
北京爱声声科技有限公司,冲顶,50-150人,B轮,朝阳区,服务器端开发工程师,3-5年,本科,20k-40k,五险一金 免费中晚餐 地铁周边
上海赛连信息科技有限公司,小鱼易连,150-500人,B轮,朝阳区,高级Java工程师-北京,5-10年,本科,15k-25k,"五险一金,年底双薪,餐饮补贴,弹性工作"
北京哥大诺博教育科技股份有限公司,哥大诺博,500-2000人,上市公司,海淀区,软件算法工程师,3-5年,本科,20k-40k,"教育+科技,学龄前,脑认知"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,高级后端研发工程师(J170807022),3-5年,本科,25k-37k,优秀团队 高度挑战 福利丰厚
北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,海淀区,后端研发工程师,3-5年,本科,20k-40k,"优秀团队,发展机会多"
北京翼鸥教育科技有限公司,翼鸥教育,50-150人,B轮,海淀区,PHP高级开发工程师（5年以上者！）,5-10年,本科,30k-50k,"年底14薪,提供三餐,团队大牛多,带薪年假"
北京颐顺太和软件科技有限公司,新东方,2000人以上,上市公司,海淀区,高级前端开发工程师,3-5年,本科,20k-30k,"技术至上,大咖带队,员工旅游,竞争力薪酬"
达而观信息科技（上海）有限公司,达观数据,50-150人,B轮,海淀区,技术项目leader,3-5年,本科,18k-36k,技术领先 团队优秀 行业口碑佳 人工智能
北京领创智信科技有限公司,北京领创智信科技有限公司,500-2000人,B轮,朝阳区,前端工程师,1-3年,本科,15k-25k,"期权激励,弹性工作,带薪年假,扁平管理"
北京智合大方科技有限公司,客知音,15-50人,A轮,东城区,测试开发工程师（语音智能）,1年以下,大专,12k-20k,人工智能；技术驱动；大牛带队；福利多多
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,服务端研发工程师-抖音/火山,3-5年,本科,20k-40k,六险一金，弹性工作，免费三餐，租房补贴
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,语音识别服务端开发工程师,3-5年,本科,25k-50k,核心项目
北京红赢科技有限公司,红赢科技,50-150人,不需要融资,海淀区,高级Java开发工程师,5-10年,本科,25k-50k,"科技创新,丰厚薪资,团队氛围好"
上海蔚来汽车有限公司,NIO蔚来,2000人以上,D轮及以上,朝阳区,前端工程师-小程序方向,3-5年,本科,20k-40k,"技术大牛集,环境赞,股票期权,氛围融洽"
北京蓦然认知科技有限公司,蓦然认知科技,50-150人,A轮,海淀区,算法工程师,1-3年,本科,25k-45k,比Google 和 Siri 还牛的研发团队
北京走出趣科技发展有限公司,走出趣,150-500人,A轮,海淀区,技术总监,10年以上,本科,40k-80k,国际视野，蓝海市场、期权激励、阿里团队
北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,海淀区,高级系统开发工程师,5-10年,本科,30k-60k,"AI独角兽,公司前景好"
北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,海淀区,Java工程师（校招）,应届毕业生,本科,15k-18k,六险一金 超长年假 轻松的工作环境
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,后台研发高级工程师,3-5年,不限,30k-60k,"福利待遇好,技术氛围好,长期激励"
北京微光果壳科技有限公司,微壳,150-500人,不需要融资,朝阳区,【资深BI/数据开发工程师】,3-5年,本科,25k-50k,Geek，六险一金，16薪，海外旅游
云粒智慧科技有限公司,云粒智慧,50-150人,不需要融资,西城区,算法工程师-城市大脑,3-5年,硕士,30k-50k,发展空间大，薪资福利好
北京周同科技有限公司,周同科技,50-150人,A轮,朝阳区,算法工程师,不限,硕士,15k-25k,年底双薪、带薪年假、扁平化管理
北京世相科技文化有限公司,新世相,150-500人,B轮,朝阳区,系统开发工程师,1-3年,本科,12k-20k,"大咖多,氛围好"
晋商博创（北京）科技有限公司,博创科技,15-50人,不需要融资,丰台区,web前端开发工程师,1-3年,本科,10k-20k,"学习环境好,技术环境好,朝九晚五"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,Jenkins/Gitlab方向开发工程师,5-10年,本科,40k-80k,"周末双休,五险一金,餐补,免费班车"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,高级发布系统开发工程师,1-3年,本科,20k-40k,弹性工作，免费三餐，租房补贴，休闲下午茶
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,算法开发工程师,3-5年,不限,20k-40k,弹性工作时间
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,Golang开发工程师-平台技术(J170525466),不限,不限,15k-25k,广阔平台、极速成长、诱人福利
京东金融,京东金融,2000人以上,上市公司,大兴区,AI平台开发工程师,3-5年,本科,25k-50k,班车；餐补
神策网络科技（北京）有限公司,神策数据,150-500人,C轮,海淀区,推荐系统研发工程师,应届毕业生,本科,10k-20k,技术大牛
北京首都在线科技股份有限公司,CDS,150-500人,上市公司,海淀区,CDN高级调度研发工程师,3-5年,本科,20k-35k,上市公司
新浪网技术（中国）有限公司,新浪网,2000人以上,上市公司,海淀区,新浪看点技术实习生,应届毕业生,本科,1k-2k,免费健身房 免费早餐
宁波亿家网络科技有限公司,亿家科技,15-50人,不需要融资,朝阳区,中级大数据系统开发工程师,3-5年,本科,25k-40k,6险二金，周末双休，业内大牛，外资硅谷，
易见天树科技（北京）有限公司,易见天树,15-50人,上市公司,海淀区,PaaS平台开发与运维工程师,3-5年,本科,25k-50k,"六险一金,扁平管理,外企风格,不打卡"
汇拾网,北京字节跳动科技有限公司,2000人以上,D轮及以上,海淀区,服务端研发工程师,1-3年,本科,20k-40k,"15薪起,机会多多,包三餐,零食下午茶"
车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,C轮,,大数据开发工程师,3-5年,本科,25k-45k,发展空间大 薪资待遇高
北京互连众信科技有限公司,资产360,500-2000人,D轮及以上,朝阳区,数据开发工程师,3-5年,本科,12k-24k,"大牛团队,七险一金,弹性工作制,午饭晚饭"
北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,海淀区,AI后端研发工程师,3-5年,本科,15k-30k,"优秀团队,发展机会多"
云势天下（北京）软件有限公司,云势软件,150-500人,A轮,朝阳区,JAVA开发工程师,3-5年,本科,22k-35k,"外企环境,企业软件,福利优渥,简单自主"
北京因果树网络科技有限公司,InnoTREE,50-150人,B轮,海淀区,数据开发工程师,1-3年,本科,20k-35k,"股票期权,16薪,成长空间"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,分布式KV / 缓存系统研发工程师,3-5年,本科,30k-60k,六险一金，高薪期权，弹性工作，免费三餐
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,数据仓库高级工程师/技术专家,3-5年,本科,25k-50k,"优秀团队,弹性工作,发展空间,战略业务"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,后台研发高级工程师(J170803009),3-5年,本科,25k-45k,福利待遇好；技术氛围好；长期激励
车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,C轮,,资深数据仓库开发工程师,5-10年,本科,30k-45k,期权、晋升发展、领导接地气儿 、氛围nice
上海氪信信息技术有限公司,CreditX,50-150人,B轮,东城区,研发工程师（北京）,1-3年,本科,15k-25k,"弹性工作,精英团队,福利优厚,发展空间大"
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,安全开发工程师,1-3年,本科,15k-30k,海盗文化 弹性工作 自助三餐 MAC办公
北京蜜莱坞网络科技有限公司,映客,500-2000人,C轮,朝阳区,服务端开发工程师,1-3年,本科,20k-40k,六险一金、年底绩效奖金、弹性工作制
北京零秒科技有限公司,零秒科技,15-50人,A轮,海淀区,后端工程师（模块）,不限,本科,15k-30k,"硅谷大牛带,晋升空间大,锻炼机会多,前沿科技"
上海淇毓信息科技有限公司,奇虎360金融,500-2000人,未融资,朝阳区,算法工程师,3-5年,本科,20k-40k,"创新业务,优秀团队,六险一金,带薪假期"
北京周同科技有限公司,周同科技,50-150人,A轮,朝阳区,算法工程师,不限,硕士,15k-25k,年底双薪、带薪年假、扁平化管理
上海倾听信息技术有限公司,蜻蜓FM,150-500人,D轮及以上,朝阳区,后端开发工程师（北京）,3-5年,本科,20k-40k,弹性工作
北京慕华信息科技有限公司,学堂在线,150-500人,B轮,海淀区,系统开发工程师,3-5年,本科,15k-25k,"五险一金,生日会,弹性工时,团队氛围好"
北京四维图新科技股份有限公司,四维图新,2000人以上,上市公司,海淀区,C/C++研发工程师-GIS,不限,本科,14k-24k,"内部轮岗,技术讲座,高薪,绩效奖金"
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,AI技术验证高级工程师,3-5年,硕士,15k-30k,"大平台,氛围好,福利优"
混沌时代（北京）教育科技有限公司,混沌大学,150-500人,不需要融资,海淀区,数据开发工程师,3-5年,本科,20k-40k,"弹性工作,六险一金,子女福利,员工体检"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,语音研发工程师-系统方向,3-5年,本科,20k-40k,弹性工作，免费三餐，租房补贴，带薪休假
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,Golang开发工程师-平台技术(J170525421),不限,不限,15k-25k,高薪
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,声学模型研发工程师,3-5年,硕士,32k-60k,"人工智能,大牛云集,前沿科技"
北京快看世界信息技术有限公司,快看漫画,150-500人,D轮及以上,朝阳区,高级Java工程师（社区向）,3-5年,本科,20k-40k,"双休,七险一金,免费晚餐,重点业务"
北京首都在线科技股份有限公司,CDS,150-500人,上市公司,海淀区,SDN软件开发工程师,3-5年,本科,15k-30k,上市公司
车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,C轮,海淀区,前端开发负责人/前端技术专家,3-5年,本科,20k-40k,"技术框架,人工智能"
北京蜜莱坞网络科技有限公司,映客,500-2000人,C轮,朝阳区,后端研发工程师,3-5年,本科,25k-35k,"公司前景,技术分为,六险一金,办公环境"
致美生活（北京）科技有限公司,Plum,50-150人,B轮,朝阳区,Golang高级开发工程师,5-10年,本科,20k-40k,"前沿技术,核心岗位,尊重想法,氛围轻松"
北京爱和健康科技有限公司,iHealth,150-500人,不需要融资,海淀区,后端开发工程师,3-5年,本科,13k-20k,弹性工作、百变下午茶、节日福利
北京火币天下网络技术有限公司,火币网,150-500人,A轮,海淀区,资深/高级开发工程师,3-5年,本科,20k-40k,"六险一金,午餐补助,下午茶,区块链行业"
上海蔚来汽车有限公司,NIO蔚来,2000人以上,D轮及以上,朝阳区,前端工程师,3-5年,本科,20k-40k,"技术大牛集,环境赞,股票期权,氛围融洽"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,日志中心高级开发工程师,3-5年,本科,40k-70k,上市公司
北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,海淀区,校招-测试开发工程师,应届毕业生,本科,10k-20k,成长快
